M|15050,15080,15555,15630,15678,15888||000000-999999|
G|6447|Langgöns-Niederkleen|00-9999999|
G|6449|Ehringshausen-Katzenfurt|00-9999999|
G|6451|Frankenberg Eder|00-9999999|
G|6452|Battenberg Eder|00-9999999|
G|6453|Gemünden Wohra|00-9999999|
G|6454|Lichtenfels-Sachsenberg|00-9999999|
G|6455|Frankenau Hessen|00-9999999|
G|6456|Haina Kloster|00-9999999|
G|6457|Burgwald Eder|00-9999999|
G|6458|Rosenthal Hessen|00-9999999|
G|6461|Biedenkopf|00-9999999|
G|6462|Gladenbach|00-9999999|
G|6464|Angelburg|00-9999999|
G|6465|Breidenbach bei Biedenkopf|00-9999999|
G|6466|Dautphetal-Friedensdorf|00-9999999|
G|6467|Hatzfeld Eder|00-9999999|
G|6468|Dautphetal-Mornshausen|00-9999999|
G|6471|Weilburg|00-9999999|
G|6472|Weilmünster|00-9999999|
G|6473|Leun|00-9999999|
G|6474|Villmar-Aumenau|00-9999999|
G|6475|Weilmünster-Wolfenhausen|00-9999999|
G|6476|Mengerskirchen|00-9999999|
G|6477|Greifenstein-Nenderoth|00-9999999|
G|6478|Greifenstein-Ulm|00-9999999|
G|6479|Waldbrunn Westerwald|00-9999999|
G|6482|Runkel|00-9999999|
G|6483|Selters Taunus|00-9999999|
G|6484|Beselich|00-9999999|
G|6485|Nentershausen Westerwald|00-9999999|
G|6486|Katzenelnbogen|00-9999999|
G|6500|Waldrach|00-9999999|
G|6501|Konz|00-9999999|
G|6502|Schweich|00-9999999|
G|6503|Hermeskeil|00-9999999|
G|6504|Thalfang|00-9999999|
G|6505|Kordel|00-9999999|
G|6506|Welschbillig|00-9999999|
G|6507|Neumagen-Dhron|00-9999999|
G|6508|Hetzerath Mosel|00-9999999|
G|6509|Büdlich|00-9999999|
G|651|Trier|000-99999999|
G|6522|Mettendorf|00-9999999|
G|6523|Holsthum|00-9999999|
G|6524|Rodershausen|00-9999999|
G|6525|Irrel|00-9999999|
G|6526|Bollendorf|00-9999999|
G|6527|Oberweis|00-9999999|
G|6531|Bernkastel-Kues|00-9999999|
G|6532|Zeltingen-Rachtig|00-9999999|
G|6533|Morbach Hunsrück|00-9999999|
G|6534|Mülheim Mosel|00-9999999|
G|6535|Osann-Monzel|00-9999999|
G|6536|Kleinich|00-9999999|
G|6541|Traben-Trarbach|00-9999999|
G|6542|Bullay|00-9999999|
G|6543|Büchenbeuren|00-9999999|
G|6544|Rhaunen|00-9999999|
G|6545|Blankenrath|00-9999999|
G|6550|Irrhausen|00-9999999|
G|6551|Prüm|00-9999999|
G|6552|Olzheim|00-9999999|
G|6553|Schönecken|00-9999999|
G|6554|Waxweiler|00-9999999|
G|6555|Bleialf|00-9999999|
G|6556|Pronsfeld|00-9999999|
G|6557|Hallschlag|00-9999999|
G|6558|Büdesheim Eifel|00-9999999|
G|6559|Leidenborn|00-9999999|
G|6561|Bitburg|00-9999999|
G|6562|Speicher|00-9999999|
G|6563|Kyllburg|00-9999999|
G|6564|Neuerburg Eifel|00-9999999|
G|6565|Dudeldorf|00-9999999|
G|6566|Körperich|00-9999999|
G|6567|Oberkail|00-9999999|
G|6568|Wolsfeld|00-9999999|
G|6569|Bickendorf|00-9999999|
G|6571|Wittlich|00-9999999|
G|6572|Manderscheid Eifel|00-9999999|
G|6573|Gillenfeld|00-9999999|
G|6574|Hasborn|00-9999999|
G|6575|Landscheid|00-9999999|
G|6578|Salmtal|00-9999999|
G|6580|Zemmer|00-9999999|
G|6581|Saarburg|00-9999999|
G|6582|Freudenburg|00-9999999|
G|6583|Palzem|00-9999999|
G|6584|Wellen Mosel|00-9999999|
G|6585|Ralingen|00-9999999|
G|6586|Beuren Hochwald|00-9999999|
G|6587|Zerf|00-9999999|
G|6588|Pluwig|00-9999999|
G|6589|Kell am See|00-9999999|
G|6591|Gerolstein|00-9999999|
G|6592|Daun|00-9999999|
G|6593|Hillesheim Eifel|00-9999999|
G|6594|Birresborn|00-9999999|
G|6595|Dockweiler|00-9999999|
G|6596|Üdersdorf|00-9999999|
G|6597|Jünkerath|00-9999999|
G|6599|Weidenbach bei Gerolstein|00-9999999|
G|661|Fulda|000-99999999|
G|6620|Philippsthal Werra|00-9999999|
G|6621|Bad Hersfeld|00-9999999|
G|6622|Bebra|00-9999999|
G|6623|Rotenburg an der Fulda|00-9999999|
G|6624|Heringen Werra|00-9999999|
G|6625|Niederaula|00-9999999|
G|6626|Wildeck-Obersuhl|00-9999999|
G|6627|Nentershausen Hessen|00-9999999|
G|6628|Oberaula|00-9999999|
G|6629|Schenklengsfeld|00-9999999|
G|6630|Schwalmtal-Storndorf|00-9999999|
G|6631|Alsfeld|00-9999999|
G|6633|Homberg Ohm|00-9999999|
G|6634|Gemünden Felda|00-9999999|
G|6635|Kirtorf|00-9999999|
G|6636|Romrod|00-9999999|
G|6637|Feldatal|00-9999999|
G|6638|Schwalmtal-Renzendorf|00-9999999|
G|6639|Ottrau|00-9999999|
G|6641|Lauterbach Hessen|00-9999999|
G|6642|Schlitz|00-9999999|
G|6643|Herbstein|00-9999999|
G|6644|Grebenhain|00-9999999|
G|6645|Ulrichstein|00-9999999|
G|6646|Grebenau|00-9999999|
G|6647|Herbstein-Stockhausen|00-9999999|
G|6648|Bad Salzschlirf|00-9999999|
G|6650|Hosenfeld|00-9999999|
G|6651|Rasdorf|00-9999999|
G|6652|Hünfeld|00-9999999|
G|6653|Burghaun|00-9999999|
G|6654|Gersfeld Rhön|00-9999999|
G|6655|Neuhof Kreis Fulda|00-9999999|
G|6656|Ebersburg|00-9999999|
G|6657|Hofbieber|00-9999999|
G|6658|Poppenhausen Wasserkuppe|00-9999999|
G|6659|Eichenzell|00-9999999|
G|6660|Steinau-Marjoss|00-9999999|
G|6661|Schlüchtern|00-9999999|
G|6663|Steinau an der Straße|00-9999999|
G|6664|Sinntal-Sterbfritz|00-9999999|
G|6665|Sinntal-Altengronau|00-9999999|
G|6666|Freiensteinau|00-9999999|
G|6667|Steinau-Ulmbach|00-9999999|
G|6668|Birstein-Lichenroth|00-9999999|
G|6669|Neuhof-Hauswurz|00-9999999|
G|6670|Ludwigsau Hessen|00-9999999|
G|6672|Eiterfeld|00-9999999|
G|6673|Haunetal|00-9999999|
G|6674|Friedewald Hessen|00-9999999|
G|6675|Breitenbach am Herzberg|00-9999999|
G|6676|Hohenroda Hessen|00-9999999|
G|6677|Neuenstein Hessen|00-9999999|
G|6678|Wildeck-Hönebach|00-9999999|
G|6681|Hilders|00-9999999|
G|6682|Tann Rhön|00-9999999|
G|6683|Ehrenberg Rhön|00-9999999|
G|6684|Hofbieber-Schwarzbach|00-9999999|
G|6691|Schwalmstadt|00-9999999|
G|6692|Neustadt Hessen|00-9999999|
G|6693|Neuental|00-9999999|
G|6694|Neukirchen Knüll|00-9999999|
G|6695|Jesberg|00-9999999|
G|6696|Gilserberg|00-9999999|
G|6697|Willingshausen|00-9999999|
G|6698|Schrecksbach|00-9999999|
G|6701|Sprendlingen Rheinhessen|00-9999999|
G|6703|Wöllstein Rheinhessen|00-9999999|
G|6704|Langenlonsheim|00-9999999|
G|6706|Wallhausen Nahe|00-9999999|
G|6707|Windesheim|00-9999999|
G|6708|Bad Münster am Stein-Ebernburg|00-9999999|
G|6709|Fürfeld Kreis Bad Kreuznach|00-9999999|
G|671|Bad Kreuznach|000-99999999|
G|6721|Bingen am Rhein|00-9999999|
G|6722|Rüdesheim am Rhein|00-9999999|
G|6723|Oestrich-Winkel|00-9999999|
G|6724|Stromberg Hunsrück|00-9999999|
G|6725|Gau-Algesheim|00-9999999|
G|6726|Lorch Rheingau|00-9999999|
G|6727|Gensingen|00-9999999|
G|6728|Ober-Hilbersheim|00-9999999|
G|6731|Alzey|00-9999999|
G|6732|Wörrstadt|00-9999999|
G|6733|Gau-Odernheim|00-9999999|
G|6734|Flonheim|00-9999999|
G|6735|Eppelsheim|00-9999999|
G|6736|Bechenheim|00-9999999|
G|6737|Köngernheim|00-9999999|
G|6741|St Goar|00-9999999|
G|6742|Boppard|00-9999999|
G|6743|Bacharach|00-9999999|
G|6744|Oberwesel|00-9999999|
G|6745|Gondershausen|00-9999999|
G|6746|Pfalzfeld|00-9999999|
G|6747|Emmelshausen|00-9999999|
G|6751|Bad Sobernheim|00-9999999|
G|6752|Kirn Nahe|00-9999999|
G|6753|Meisenheim|00-9999999|
G|6754|Martinstein|00-9999999|
G|6755|Odernheim am Glan|00-9999999|
G|6756|Winterbach Soonwald|00-9999999|
G|6757|Becherbach bei Kirn|00-9999999|
G|6758|Waldböckelheim|00-9999999|
G|6761|Simmern Hunsrück|00-9999999|
G|6762|Kastellaun|00-9999999|
G|6763|Kirchberg Hunsrück|00-9999999|
G|6764|Rheinböllen|00-9999999|
G|6765|Gemünden Hunsrück|00-9999999|
G|6766|Kisselbach|00-9999999|
G|6771|St Goarshausen|00-9999999|
G|6772|Nastätten|00-9999999|
G|6773|Kamp-Bornhofen|00-9999999|
G|6774|Kaub|00-9999999|
G|6775|Strüth Taunus|00-9999999|
G|6776|Dachsenhausen|00-9999999|
G|6781|Idar-Oberstein|00-9999999|
G|6782|Birkenfeld Nahe|00-9999999|
G|6783|Baumholder|00-9999999|
G|6784|Weierbach|00-9999999|
G|6785|Herrstein|00-9999999|
G|6786|Kempfeld|00-9999999|
G|6787|Niederbrombach|00-9999999|
G|6788|Sien|00-9999999|
G|6789|Heimbach Nahe|00-9999999|
G|6802|Völklingen-Lauterbach|00-9999999|
G|6803|Mandelbachtal-Ommersheim|00-9999999|
G|6804|Mandelbachtal|00-9999999|
G|6805|Kleinblittersdorf|00-9999999|
G|6806|Heusweiler|00-9999999|
G|6809|Grossrosseln|00-9999999|
G|681|Saarbrücken|000-99999999|
G|6821|Neunkirchen Saar|00-9999999|
G|6824|Ottweiler|00-9999999|
G|6825|Illingen Saar|00-9999999|
G|6826|Bexbach|00-9999999|
G|6827|Eppelborn|00-9999999|
G|6831|Saarlouis|00-9999999|
G|6832|Beckingen-Reimsbach|00-9999999|
G|6833|Rehlingen-Siersburg|00-9999999|
G|6834|Bous|00-9999999|
G|6835|Beckingen|00-9999999|
G|6836|Überherrn|00-9999999|
G|6837|Wallerfangen|00-9999999|
G|6838|Saarwellingen|00-9999999|
G|6841|Homburg Saar|00-9999999|
G|6842|Blieskastel|00-9999999|
G|6843|Gersheim|00-9999999|
G|6844|Blieskastel-Altheim|00-9999999|
G|6848|Homburg-Einöd|00-9999999|
G|6849|Kirkel|00-9999999|
G|6851|St Wendel|00-9999999|
G|6852|Nohfelden|00-9999999|
G|6853|Marpingen|00-9999999|
G|6854|Oberthal Saar|00-9999999|
G|6855|Freisen|00-9999999|
G|6856|St Wendel-Niederkirchen|00-9999999|
G|6857|Namborn|00-9999999|
G|6858|Ottweiler-Fürth|00-9999999|
G|6861|Merzig|00-9999999|
G|6864|Mettlach|00-9999999|
G|6865|Mettlach-Orscholz|00-9999999|
G|6866|Perl-Nennig|00-9999999|
G|6867|Perl|00-9999999|
G|6868|Mettlach-Tünsdorf|00-9999999|
G|6869|Merzig-Silwingen|00-9999999|
G|6871|Wadern|00-9999999|
G|6872|Losheim am See|00-9999999|
G|6873|Nonnweiler|00-9999999|
G|6874|Wadern-Nunkirchen|00-9999999|
G|6875|Nonnweiler-Primstal|00-9999999|
G|6876|Weiskirchen Saar|00-9999999|
G|6881|Lebach|00-9999999|
G|6887|Schmelz Saar|00-9999999|
G|6888|Lebach-Steinbach|00-9999999|
G|6893|Saarbrücken-Ensheim|00-9999999|
G|6894|St Ingbert|00-9999999|
G|6897|Sulzbach Saar|00-9999999|
G|6898|Völklingen|00-9999999|
G|69|Frankfurt am Main|000-999999999|
N|700||00000000-99999999|V
G|7021|Kirchheim unter Teck|00-9999999|
G|7022|Nürtingen|00-9999999|
G|7023|Weilheim an der Teck|00-9999999|
G|7024|Wendlingen am Neckar|00-9999999|
G|7025|Neuffen|00-9999999|
G|7026|Lenningen|00-9999999|
G|7031|Böblingen|00-9999999|
G|7032|Herrenberg|00-9999999|
G|7033|Weil Der Stadt|00-9999999|
G|7034|Ehningen|00-9999999|
G|7041|Mühlacker|00-9999999|
G|7042|Vaihingen an der Enz|00-9999999|
G|7043|Maulbronn|00-9999999|
G|7044|Mönsheim|00-9999999|
G|7045|Oberderdingen|00-9999999|
G|7046|Zaberfeld|00-9999999|
G|7051|Calw|00-9999999|
G|7052|Bad Liebenzell|00-9999999|
G|7053|Bad Teinach-Zavelstein|00-9999999|
G|7054|Wildberg Württemberg|00-9999999|
G|7055|Neuweiler Kreis Calw|00-9999999|
G|7056|Gechingen|00-9999999|
G|7062|Beilstein Württemberg|00-9999999|
G|7063|Bad Wimpfen|00-9999999|
G|7066|Bad Rappenau-Bonfeld|00-9999999|
G|7071|Tübingen|00-9999999|
G|7072|Gomaringen|00-9999999|
G|7073|Ammerbuch|00-9999999|
G|7081|Bad Wildbad|00-9999999|
G|7082|Neuenbürg Württemberg|00-9999999|
G|7083|Bad Herrenalb|00-9999999|
G|7084|Schömberg bei Neuenbürg|00-9999999|
G|7085|Enzklösterle|00-9999999|
G|711|Stuttgart|000-99999999|
G|7121|Reutlingen|00-9999999|
G|7122|St Johann Württemberg|00-9999999|
G|7123|Metzingen Württemberg|00-9999999|
G|7124|Trochtelfingen Hohenz|00-9999999|
G|7125|Bad Urach|00-9999999|
G|7126|Burladingen-Melchingen|00-9999999|
G|7127|Neckartenzlingen|00-9999999|
G|7128|Sonnenbühl|00-9999999|
G|7129|Lichtenstein Württemberg|00-9999999|
G|7130|Löwenstein Württemberg|00-9999999|
G|7131|Heilbronn Neckar|00-9999999|
G|7132|Neckarsulm|00-9999999|
G|7133|Lauffen am Neckar|00-9999999|
G|7134|Weinsberg|00-9999999|
G|7135|Brackenheim|00-9999999|
G|7136|Bad Friedrichshall|00-9999999|
G|7138|Schwaigern|00-9999999|
G|7139|Neuenstadt am Kocher|00-9999999|
G|7141|Ludwigsburg Württemberg|00-9999999|
G|7142|Bietigheim-Bissingen|00-9999999|
G|7143|Besigheim|00-9999999|
G|7144|Marbach am Neckar|00-9999999|
G|7145|Markgröningen|00-9999999|
G|7146|Remseck am Neckar|00-9999999|
G|7147|Sachsenheim Württemberg|00-9999999|
G|7148|Grossbottwar|00-9999999|
G|7150|Korntal-Münchingen|00-9999999|
G|7151|Waiblingen|00-9999999|
G|7152|Leonberg Württemberg|00-9999999|
G|7153|Plochingen|00-9999999|
G|7154|Kornwestheim|00-9999999|
G|7156|Ditzingen|00-9999999|
G|7157|Waldenbuch|00-9999999|
G|7158|Neuhausen auf den Fildern|00-9999999|
G|7159|Renningen|00-9999999|
G|7161|Göppingen|00-9999999|
G|7162|Süßen|00-9999999|
G|7163|Ebersbach an der Fils|00-9999999|
G|7164|Boll Kreis Göppingen|00-9999999|
G|7165|Göppingen-Hohenstaufen|00-9999999|
G|7166|Adelberg|00-9999999|
G|7171|Schwäbisch Gmünd|00-9999999|
G|7172|Lorch Württemberg|00-9999999|
G|7173|Heubach|00-9999999|
G|7174|Mögglingen|00-9999999|
G|7175|Leinzell|00-9999999|
G|7176|Spraitbach|00-9999999|
G|7181|Schorndorf Württemberg|00-9999999|
G|7182|Welzheim|00-9999999|
G|7183|Rudersberg Württemberg|00-9999999|
G|7184|Kaisersbach|00-9999999|
G|7191|Backnang|00-9999999|
G|7192|Murrhardt|00-9999999|
G|7193|Sulzbach an der Murr|00-9999999|
G|7194|Spiegelberg|00-9999999|
G|7195|Winnenden|00-9999999|
G|7202|Karlsbad|00-9999999|
G|7203|Walzbachtal|00-9999999|
G|7204|Malsch-Völkersbach|00-9999999|
G|721|Karlsruhe|000-99999999|
G|7220|Forbach-Hundsbach|00-9999999|
G|7221|Baden-Baden|00-9999999|
G|7222|Rastatt|00-9999999|
G|7223|Bühl Baden|00-9999999|
G|7224|Gernsbach|00-9999999|
G|7225|Gaggenau|00-9999999|
G|7226|Bühl-Sand|00-9999999|
G|7227|Lichtenau Baden|00-9999999|
G|7228|Forbach|00-9999999|
G|7229|Iffezheim|00-9999999|
G|7231|Pforzheim|00-9999999|
G|7232|Königsbach-Stein|00-9999999|
G|7233|Niefern-Öschelbronn|00-9999999|
G|7234|Tiefenbronn|00-9999999|
G|7235|Unterreichenbach Kreis Calw|00-9999999|
G|7236|Keltern|00-9999999|
G|7237|Neulingen Enzkreis|00-9999999|
G|7240|Pfinztal|00-9999999|
G|7242|Rheinstetten|00-9999999|
G|7243|Ettlingen|00-9999999|
G|7244|Weingarten Baden|00-9999999|
G|7245|Durmersheim|00-9999999|
G|7246|Malsch Kreis Karlsruhe|00-9999999|
G|7247|Linkenheim-Hochstetten|00-9999999|
G|7248|Marxzell|00-9999999|
G|7249|Stutensee|00-9999999|
G|7250|Kraichtal|00-9999999|
G|7251|Bruchsal|00-9999999|
G|7252|Bretten|00-9999999|
G|7253|Bad Schönborn|00-9999999|
G|7254|Waghäusel|00-9999999|
G|7255|Graben-Neudorf|00-9999999|
G|7256|Philippsburg|00-9999999|
G|7257|Bruchsal-Untergrombach|00-9999999|
G|7258|Oberderdingen-Flehingen|00-9999999|
G|7259|Östringen-Odenheim|00-9999999|
G|7260|Sinsheim-Hilsbach|00-9999999|
G|7261|Sinsheim|00-9999999|
G|7262|Eppingen|00-9999999|
G|7263|Waibstadt|00-9999999|
G|7264|Bad Rappenau|00-9999999|
G|7265|Angelbachtal|00-9999999|
G|7266|Kirchardt|00-9999999|
G|7267|Gemmingen|00-9999999|
G|7268|Bad Rappenau-Obergimpern|00-9999999|
G|7269|Sulzfeld Baden|00-9999999|
G|7271|Wörth am Rhein|00-9999999|
G|7272|Rülzheim|00-9999999|
G|7273|Hagenbach Pfalz|00-9999999|
G|7274|Germersheim|00-9999999|
G|7275|Kandel|00-9999999|
G|7276|Herxheim bei Landau Pfalz|00-9999999|
G|7277|Wörth-Büchelberg|00-9999999|
G|7300|Roggenburg|00-9999999|
G|7302|Pfaffenhofen an der Roth|00-9999999|
G|7303|Illertissen|00-9999999|
G|7304|Blaustein Württemberg|00-9999999|
G|7305|Erbach Donau|00-9999999|
G|7306|Vöhringen Iller|00-9999999|
G|7307|Senden Iller|00-9999999|
G|7308|Nersingen|00-9999999|
G|7309|Weissenhorn|00-9999999|
G|731|Ulm Donau|000-99999999|
G|7321|Heidenheim an der Brenz|00-9999999|
G|7322|Giengen an der Brenz|00-9999999|
G|7323|Gerstetten|00-9999999|
G|7324|Herbrechtingen|00-9999999|
G|7325|Sontheim an der Brenz|00-9999999|
G|7326|Neresheim|00-9999999|
G|7327|Dischingen|00-9999999|
G|7328|Königsbronn|00-9999999|
G|7329|Steinheim am Albuch|00-9999999|
G|7331|Geislingen an der Steige|00-9999999|
G|7332|Lauterstein|00-9999999|
G|7333|Laichingen|00-9999999|
G|7334|Deggingen|00-9999999|
G|7335|Wiesensteig|00-9999999|
G|7336|Lonsee|00-9999999|
G|7337|Nellingen Alb|00-9999999|
G|7340|Neenstetten|00-9999999|
G|7343|Buch bei Illertissen|00-9999999|
G|7344|Blaubeuren|00-9999999|
G|7345|Langenau Württemberg|00-9999999|
G|7346|Illerkirchberg|00-9999999|
G|7347|Dietenheim|00-9999999|
G|7348|Beimerstetten|00-9999999|
G|7351|Biberach an der Riß|00-9999999|
G|7352|Ochsenhausen|00-9999999|
G|7353|Schwendi|00-9999999|
G|7354|Erolzheim|00-9999999|
G|7355|Hochdorf Riß|00-9999999|
G|7356|Schemmerhofen|00-9999999|
G|7357|Attenweiler|00-9999999|
G|7358|Eberhardzell-Füramoos|00-9999999|
G|7361|Aalen|00-9999999|
G|7362|Bopfingen|00-9999999|
G|7363|Lauchheim|00-9999999|
G|7364|Oberkochen|00-9999999|
G|7365|Essingen Württemberg|00-9999999|
G|7366|Abtsgmünd|00-9999999|
G|7367|Aalen-Ebnat|00-9999999|
G|7371|Riedlingen Württemberg|00-9999999|
G|7373|Zwiefalten|00-9999999|
G|7374|Uttenweiler|00-9999999|
G|7375|Obermarchtal|00-9999999|
G|7376|Langenenslingen|00-9999999|
G|7381|Münsingen|00-9999999|
G|7382|Römerstein|00-9999999|
G|7383|Münsingen-Buttenhausen|00-9999999|
G|7384|Schelklingen-Hütten|00-9999999|
G|7385|Gomadingen|00-9999999|
G|7386|Hayingen|00-9999999|
G|7387|Hohenstein Württemberg|00-9999999|
G|7388|Pfronstetten|00-9999999|
G|7389|Heroldstatt|00-9999999|
G|7391|Ehingen Donau|00-9999999|
G|7392|Laupheim|00-9999999|
G|7393|Munderkingen|00-9999999|
G|7394|Schelklingen|00-9999999|
G|7395|Ehingen-Dächingen|00-9999999|
G|7402|Fluorn-Winzeln|00-9999999|
G|7403|Dunningen|00-9999999|
G|7404|Epfendorf|00-9999999|
G|741|Rottweil|000-99999999|
G|7420|Deisslingen|00-9999999|
G|7422|Schramberg|00-9999999|
G|7423|Oberndorf am Neckar|00-9999999|
G|7424|Spaichingen|00-9999999|
G|7425|Trossingen|00-9999999|
G|7426|Gosheim|00-9999999|
G|7427|Schömberg bei Balingen|00-9999999|
G|7428|Rosenfeld|00-9999999|
G|7429|Egesheim|00-9999999|
G|7431|Albstadt-Ebingen|00-9999999|
G|7432|Albstadt-Tailfingen|00-9999999|
G|7433|Balingen|00-9999999|
G|7434|Winterlingen|00-9999999|
G|7435|Albstadt-Laufen|00-9999999|
G|7436|Messstetten-Oberdigisheim|00-9999999|
G|7440|Bad Rippoldsau|00-9999999|
G|7441|Freudenstadt|00-9999999|
G|7442|Baiersbronn|00-9999999|
G|7443|Dornstetten|00-9999999|
G|7444|Alpirsbach|00-9999999|
G|7445|Pfalzgrafenweiler|00-9999999|
G|7446|Lossburg|00-9999999|
G|7447|Baiersbronn-Schwarzenberg|00-9999999|
G|7448|Seewald|00-9999999|
G|7449|Baiersbronn-Obertal|00-9999999|
G|7451|Horb am Neckar|00-9999999|
G|7452|Nagold|00-9999999|
G|7453|Altensteig Württemberg|00-9999999|
G|7454|Sulz am Neckar|00-9999999|
G|7455|Dornhan|00-9999999|
G|7456|Haiterbach|00-9999999|
G|7457|Rottenburg-Ergenzingen|00-9999999|
G|7458|Ebhausen|00-9999999|
G|7459|Nagold-Hochdorf|00-9999999|
G|7461|Tuttlingen|00-9999999|
G|7462|Immendingen|00-9999999|
G|7463|Mühlheim an der Donau|00-9999999|
G|7464|Talheim Kreis Tuttlingen|00-9999999|
G|7465|Emmingen-Liptingen|00-9999999|
G|7466|Beuron|00-9999999|
G|7467|Neuhausen ob Eck|00-9999999|
G|7471|Hechingen|00-9999999|
G|7472|Rottenburg am Neckar|00-9999999|
G|7473|Mössingen|00-9999999|
G|7474|Haigerloch|00-9999999|
G|7475|Burladingen|00-9999999|
G|7476|Bisingen|00-9999999|
G|7477|Jungingen bei Hechingen|00-9999999|
G|7478|Hirrlingen|00-9999999|
G|7482|Horb-Dettingen|00-9999999|
G|7483|Horb-Mühringen|00-9999999|
G|7484|Simmersfeld|00-9999999|
G|7485|Empfingen|00-9999999|
G|7486|Horb-Altheim|00-9999999|
G|7502|Wolpertswende|00-9999999|
G|7503|Wilhelmsdorf Württemberg|00-9999999|
G|7504|Horgenzell|00-9999999|
G|7505|Fronreute|00-9999999|
G|7506|Wangen-Leupolz|00-9999999|
G|751|Ravensburg|000-99999999|
G|7520|Bodnegg|00-9999999|
G|7522|Wangen im Allgäu|00-9999999|
G|7524|Bad Waldsee|00-9999999|
G|7525|Aulendorf|00-9999999|
G|7527|Wolfegg|00-9999999|
G|7528|Neukirch bei Tettnang|00-9999999|
G|7529|Waldburg Württemberg|00-9999999|
G|7531|Konstanz|00-9999999|
G|7532|Meersburg|00-9999999|
G|7533|Allensbach|00-9999999|
G|7534|Reichenau Baden|00-9999999|
G|7541|Friedrichshafen|00-9999999|
G|7542|Tettnang|00-9999999|
G|7543|Kressbronn am Bodensee|00-9999999|
G|7544|Markdorf|00-9999999|
G|7545|Immenstaad am Bodensee|00-9999999|
G|7546|Oberteuringen|00-9999999|
G|7551|Überlingen Bodensee|00-9999999|
G|7552|Pfullendorf|00-9999999|
G|7553|Salem Baden|00-9999999|
G|7554|Heiligenberg Baden|00-9999999|
G|7555|Deggenhausertal|00-9999999|
G|7556|Uhldingen-Mühlhofen|00-9999999|
G|7557|Herdwangen-Schönach|00-9999999|
G|7558|Illmensee|00-9999999|
G|7561|Leutkirch im Allgäu|00-9999999|
G|7562|Isny im Allgäu|00-9999999|
G|7563|Kisslegg|00-9999999|
G|7564|Bad Wurzach|00-9999999|
G|7565|Aichstetten Kreis Ravensburg|00-9999999|
G|7566|Argenbühl|00-9999999|
G|7567|Leutkirch-Friesenhofen|00-9999999|
G|7568|Bad Wurzach-Hauerz|00-9999999|
G|7569|Isny-Eisenbach|00-9999999|
G|7570|Sigmaringen-Gutenstein|00-9999999|
G|7571|Sigmaringen|00-9999999|
G|7572|Mengen Württemberg|00-9999999|
G|7573|Stetten am kalten Markt|00-9999999|
G|7574|Gammertingen|00-9999999|
G|7575|Messkirch|00-9999999|
G|7576|Krauchenwies|00-9999999|
G|7577|Veringenstadt|00-9999999|
G|7578|Wald Hohenz|00-9999999|
G|7579|Schwenningen Baden|00-9999999|
G|7581|Saulgau|00-9999999|
G|7582|Bad Buchau|00-9999999|
G|7583|Bad Schussenried|00-9999999|
G|7584|Altshausen|00-9999999|
G|7585|Ostrach|00-9999999|
G|7586|Herbertingen|00-9999999|
G|7587|Hosskirch|00-9999999|
G|7602|Oberried Breisgau|00-9999999|
G|761|Freiburg im Breisgau|000-99999999|
G|7620|Schopfheim-Gersbach|00-9999999|
G|7621|Lörrach|00-9999999|
G|7622|Schopfheim|00-9999999|
G|7623|Rheinfelden Baden|00-9999999|
G|7624|Grenzach-Wyhlen|00-9999999|
G|7625|Zell im Wiesental|00-9999999|
G|7626|Kandern|00-9999999|
G|7627|Steinen Kreis Lörrach|00-9999999|
G|7628|Efringen-Kirchen|00-9999999|
G|7629|Tegernau Baden|00-9999999|
G|7631|Müllheim Baden|00-9999999|
G|7632|Badenweiler|00-9999999|
G|7633|Staufen im Breisgau|00-9999999|
G|7634|Sulzburg|00-9999999|
G|7635|Schliengen|00-9999999|
G|7636|Münstertal Schwarzwald|00-9999999|
G|7641|Emmendingen|00-9999999|
G|7642|Endingen Kaiserstuhl|00-9999999|
G|7643|Herbolzheim Breisgau|00-9999999|
G|7644|Kenzingen|00-9999999|
G|7645|Freiamt|00-9999999|
G|7646|Weisweil Breisgau|00-9999999|
G|7651|Titisee-Neustadt|00-9999999|
G|7652|Hinterzarten|00-9999999|
G|7653|Lenzkirch|00-9999999|
G|7654|Löffingen|00-9999999|
G|7655|Feldberg-Altglashütten|00-9999999|
G|7656|Schluchsee|00-9999999|
G|7657|Eisenbach Hochschwarzwald|00-9999999|
G|7660|St Peter Schwarzwald|00-9999999|
G|7661|Kirchzarten|00-9999999|
G|7662|Vogtsburg im Kaiserstuhl|00-9999999|
G|7663|Eichstetten|00-9999999|
G|7664|Freiburg-Tiengen|00-9999999|
G|7665|March Breisgau|00-9999999|
G|7666|Denzlingen|00-9999999|
G|7667|Breisach am Rhein|00-9999999|
G|7668|Ihringen|00-9999999|
G|7669|St Märgen|00-9999999|
G|7671|Todtnau|00-9999999|
G|7672|St Blasien|00-9999999|
G|7673|Schönau im Schwarzwald|00-9999999|
G|7674|Todtmoos|00-9999999|
G|7675|Bernau Baden|00-9999999|
G|7676|Feldberg Schwarzwald|00-9999999|
G|7681|Waldkirch Breisgau|00-9999999|
G|7682|Elzach|00-9999999|
G|7683|Simonswald|00-9999999|
G|7684|Glottertal|00-9999999|
G|7685|Gutach-Bleibach|00-9999999|
G|7702|Blumberg Baden|00-9999999|
G|7703|Bonndorf im Schwarzwald|00-9999999|
G|7704|Geisingen Baden|00-9999999|
